Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,81,4/15/03,24-235,LAL,,DEN,W (+22),1,26:00:00,8,16,0.5,3,6,0.5,13,14,0.929,2,6,8,4,2,1,2,1,32,29.9,20
0,82,4/16/03,24-236,LAL,@,GSW,W (+6),1,42:00:00,16,28,0.571,3,7,0.429,9,10,0.9,1,5,6,4,0,0,3,1,44,32,16
1,83,4/20/03,24-240,LAL,@,MIN,W (+19),1,45:00:00,16,30,0.533,1,3,0.333,6,6,1,1,4,5,8,1,0,1,3,39,30.7,18
1,84,4/22/03,24-242,LAL,@,MIN,L (-28),1,46:00:00,9,28,0.321,2,6,0.333,7,9,0.778,0,4,4,8,1,0,3,4,27,13.4,-26
1,85,4/24/03,24-244,LAL,,MIN,L (-4),1,50:00:00,10,28,0.357,1,5,0.2,9,10,0.9,3,4,7,6,1,0,6,1,30,16.1,-3
1,86,4/27/03,24-247,LAL,,MIN,W (+5),1,47:00:00,7,25,0.28,2,3,0.667,16,17,0.941,1,4,5,5,3,0,1,2,32,23.5,5
1,87,4/29/03,24-249,LAL,@,MIN,W (+30),1,40:00:00,12,21,0.571,2,4,0.5,6,8,0.75,3,5,8,5,1,0,2,0,32,27.4,29
1,88,5/1/03,24-251,LAL,,MIN,W (+16),1,42:00:00,14,26,0.538,2,7,0.286,1,2,0.5,1,1,2,8,1,0,2,4,31,22,19
1,89,5/5/03,24-255,LAL,@,SAS,L (-5),1,45:00:00,16,38,0.421,3,4,0.75,2,2,1,1,3,4,2,0,0,5,3,37,13.6,1
1,90,5/7/03,24-257,LAL,@,SAS,L (-19),1,41:00:00,9,24,0.375,2,6,0.333,7,10,0.7,0,6,6,1,0,0,5,4,27,8.5,-22
1,91,5/9/03,24-259,LAL,,SAS,W (+15),1,43:00:00,10,23,0.435,2,4,0.5,17,19,0.895,2,2,4,4,1,0,4,2,39,27.1,23
1,92,5/11/03,24-261,LAL,,SAS,W (+4),1,40:00:00,10,24,0.417,1,4,0.25,14,17,0.824,2,5,7,3,2,1,2,5,35,24.7,-2
1,93,5/13/03,24-263,LAL,@,SAS,L (-2),1,48:00:00,15,31,0.484,5,11,0.455,1,2,0.5,2,5,7,6,2,0,4,3,36,23.8,-2
1,94,5/15/03,24-265,LAL,,SAS,L (-28),1,43:00:00,9,19,0.474,2,5,0.4,0,2,0,0,2,2,6,1,0,7,4,20,6.7,-20
